query,index,score,tmdbId,title,overview,map,matches_theme,theme
What are some documentaries about painters?,movie,0.7244691252708435,1205765,Distorted Hues,"Peter, an artist in a race against time to paint his next subject, stumbles upon a mysterious staircase that leads him into a magnificent jazz bar. Mesmerised, he is swept away into this new world leading him to meet eccentric characters. Entering a painting craze leads him to obsess over his work as the outside pressures of time and expectations take over his painting process.","{'title': 'Distorted Hues', 'overview': 'Peter, an artist in a race against time to paint his next subject, stumbles upon a mysterious staircase that leads him into a magnificent jazz bar. Mesmerised, he is swept away into this new world leading him to meet eccentric characters. Entering a painting craze leads him to obsess over his work as the outside pressures of time and expectations take over his painting process.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.7207624912261963,1199920,We've All Got 'em,A surrealist painter’s nocturnal trials.,"{'title': ""We've All Got 'em"", 'overview': 'A surrealist painter’s nocturnal trials.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.7207403182983398,1112547,Anselm,"This unique cinematic experience dives deep into an artist’s work and reveals his life path, inspiration, and creative process. It explores his fascination with myth and history. Past and present are interwoven to diffuse the line between film and painting, allowing the audience to be completely immersed in the remarkable world of one of the greatest contemporary artists, Anselm Kiefer. Wim Wenders shot this unique portrait over the course of two years in stunning 3D.","{'title': 'Anselm', 'overview': 'This unique cinematic experience dives deep into an artist’s work and reveals his life path, inspiration, and creative process. It explores his fascination with myth and history. Past and present are interwoven to diffuse the line between film and painting, allowing the audience to be completely immersed in the remarkable world of one of the greatest contemporary artists, Anselm Kiefer. Wim Wenders shot this unique portrait over the course of two years in stunning 3D.', 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.7197368741035461,1185135,Exhibition on Screen: Klimt & The Kiss,"Austrian artist Gustav Klimt's most famous painting, The Kiss, is examined in this documentary which looks at his life and the 19th century artistic movements that he both influenced and was influenced by.","{'title': 'Exhibition on Screen: Klimt & The Kiss', 'overview': ""Austrian artist Gustav Klimt's most famous painting, The Kiss, is examined in this documentary which looks at his life and the 19th century artistic movements that he both influenced and was influenced by."", 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.7118097543716431,1218568,Invisible,A documentary about feeling invisible.,"{'title': 'Invisible', 'overview': 'A documentary about feeling invisible.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.7098873257637024,1179455,Atelier Beyond,"Gaspard Delanoe joined the art squatting movement and squatted an abandoned building in Paris with his friends. The building soon became home to an accumulation of 30 artists who created a Dadaist museum on the top floor by collecting various objects. The documentary showcases how this museum eventually became the new ""Pont des Arts"" (Lovers' Bridge), and how the artists' success went beyond their dreams from years before.","{'title': 'Atelier Beyond', 'overview': 'Gaspard Delanoe joined the art squatting movement and squatted an abandoned building in Paris with his friends. The building soon became home to an accumulation of 30 artists who created a Dadaist museum on the top floor by collecting various objects. The documentary showcases how this museum eventually became the new ""Pont des Arts"" (Lovers\' Bridge), and how the artists\' success went beyond their dreams from years before.', 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.7093172073364258,1243407,The Painter's Muse,"An author tells us about a story, of which he played a part in, between a Painter and the painter's Muse.","{'title': ""The Painter's Muse"", 'overview': ""An author tells us about a story, of which he played a part in, between a Painter and the painter's Muse."", 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.7091993093490601,1198957,Aleksander,Documentary portrait of the Polish artist Aleksander Dętkoś.,"{'title': 'Aleksander', 'overview': 'Documentary portrait of the Polish artist Aleksander Dętkoś.', 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.7082151174545288,1089532,24 Hour Sunset,"This film portrait of a new kind is a deep dive into the heart of the los angeles art scene. From a ride on Sunset boulevard in a convertible car at the sunrise, going Through a lunch with the art dealer Patrick Painter and a visit to Peter Shire's studio... Having a beer and a deep talk with Paul McCarthy, calling Raymond Pettibon stuck in New-York or searching for Ed Ruscha in bars.... From Ariana Papademetropoulos opening exhibition to the visit of a car wreck with Umar Raschid... From the old house of Cary Grant to the dodgy underground of Downtown passing through Eugenio Lopez's private art collection on the Hollywood hills... Through intimate conversation, 24 Hour Sunset gives us access to the thoughts, inspirations and practice of legendary artists, world famous art dealers, appraised curators and collectors, as well as the young up coming scene of artists living in Los Angeles.","{'title': '24 Hour Sunset', 'overview': ""This film portrait of a new kind is a deep dive into the heart of the los angeles art scene. From a ride on Sunset boulevard in a convertible car at the sunrise, going Through a lunch with the art dealer Patrick Painter and a visit to Peter Shire's studio... Having a beer and a deep talk with Paul McCarthy, calling Raymond Pettibon stuck in New-York or searching for Ed Ruscha in bars.... From Ariana Papademetropoulos opening exhibition to the visit of a car wreck with Umar Raschid... From the old house of Cary Grant to the dodgy underground of Downtown passing through Eugenio Lopez's private art collection on the Hollywood hills... Through intimate conversation, 24 Hour Sunset gives us access to the thoughts, inspirations and practice of legendary artists, world famous art dealers, appraised curators and collectors, as well as the young up coming scene of artists living in Los Angeles."", 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.7070400714874268,1186599,Gone Before Your Eyes,An artist finds herself in a disorienting painting session.,"{'title': 'Gone Before Your Eyes', 'overview': 'An artist finds herself in a disorienting painting session.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.7061181664466858,1163623,He Thought He Died,A painter plots a heist to steal back his own painting from the same museum vault where a filmmaker is shooting their next project.,"{'title': 'He Thought He Died', 'overview': 'A painter plots a heist to steal back his own painting from the same museum vault where a filmmaker is shooting their next project.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.7060703039169312,1215886,CANVAS,"Pablo, an introverted child, has the ability to enter his mother's paintings, this takes him on a surreal and bizarre journey that dissolves the limits between reality and imagination.","{'title': 'CANVAS', 'overview': ""Pablo, an introverted child, has the ability to enter his mother's paintings, this takes him on a surreal and bizarre journey that dissolves the limits between reality and imagination."", 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.7060403227806091,1163825,Ghosts of the Chelsea Hotel,"A new documentary, exploring the Chelsea Hotel's role in the cultural and artistic movements of the 20th century, from the Beat Generation to the Punk Rock scene. Delving into the history of the hotel, as a home and gathering place for some of the most influential artists and cultural icons of the past century, including Mark Twain, Arthur Miller, Jack Kerouac, William S. Burroughs, Bob Dylan, Iggy Pop, Leonard Cohen, Madonna and a possible spirit or two. Including historical footage of some of the residents and regulars who made the glorious Chelsea Hotel so legendary.","{'title': 'Ghosts of the Chelsea Hotel', 'overview': ""A new documentary, exploring the Chelsea Hotel's role in the cultural and artistic movements of the 20th century, from the Beat Generation to the Punk Rock scene. Delving into the history of the hotel, as a home and gathering place for some of the most influential artists and cultural icons of the past century, including Mark Twain, Arthur Miller, Jack Kerouac, William S. Burroughs, Bob Dylan, Iggy Pop, Leonard Cohen, Madonna and a possible spirit or two. Including historical footage of some of the residents and regulars who made the glorious Chelsea Hotel so legendary."", 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.7057927250862122,1203653,Exhibiting Forgiveness,"Utilizing his paintings to find freedom from his past, a Black artist on the path to success is derailed by an unexpected visit from his estranged father, a recovering addict desperate to reconcile. Together, they learn that forgetting might be a greater challenge than forgiving.","{'title': 'Exhibiting Forgiveness', 'overview': 'Utilizing his paintings to find freedom from his past, a Black artist on the path to success is derailed by an unexpected visit from his estranged father, a recovering addict desperate to reconcile. Together, they learn that forgetting might be a greater challenge than forgiving.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.7027902603149414,1209649,14 Paintings,"The Chinese village of Dafen was once a place where thousands of professional painters made reproductions of Western masterpieces. At the government’s instigation, these artists now paint their own original works. Their paintings hang all over China, in a wide variety of settings, from hospitals to museums, and from offices and commercial buildings to outdoor public locations.","{'title': '14 Paintings', 'overview': 'The Chinese village of Dafen was once a place where thousands of professional painters made reproductions of Western masterpieces. At the government’s instigation, these artists now paint their own original works. Their paintings hang all over China, in a wide variety of settings, from hospitals to museums, and from offices and commercial buildings to outdoor public locations.', 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.7022918462753296,1173450,An Afternoon with Patrick Sarfati,"A documentary in the form of an encounter with French photographer Patrick Sarfati, who, from the 1980s onwards, magnified the male body and portrayed many iconic artists.","{'title': 'An Afternoon with Patrick Sarfati', 'overview': 'A documentary in the form of an encounter with French photographer Patrick Sarfati, who, from the 1980s onwards, magnified the male body and portrayed many iconic artists.', 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.7017179727554321,993888,A.B.,"A documentary-style capturing of the life of Ab, a young struggling artist trying to find her way, all while dealing with unwanted company.","{'title': 'A.B.', 'overview': 'A documentary-style capturing of the life of Ab, a young struggling artist trying to find her way, all while dealing with unwanted company.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.7008957862854004,1248845,Mer Océane,"Documentarian Richard Lavoie follows the artists of the Mer Océane symposium which took place on La Grave, in the Magdalen Islands, in 1998.","{'title': 'Mer Océane', 'overview': 'Documentarian Richard Lavoie follows the artists of the Mer Océane symposium which took place on La Grave, in the Magdalen Islands, in 1998.', 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.7003281116485596,1174055,Yesterday,"A documentary about the rock pioneers and legendary rock bands of the 1960s-1970s in Lithuania, an era that brought with it the extraordinary power of youth, the hunger for new ideas, the infinite thirst for freedom and the love of music.","{'title': 'Yesterday', 'overview': 'A documentary about the rock pioneers and legendary rock bands of the 1960s-1970s in Lithuania, an era that brought with it the extraordinary power of youth, the hunger for new ideas, the infinite thirst for freedom and the love of music.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.6990010142326355,1248670,Personal Documentary,"During the summer semester at a New York City arts school, boundaries begin to blur between an adjunct professor and the students in her Personal Documentary filmmaking class.","{'title': 'Personal Documentary', 'overview': 'During the summer semester at a New York City arts school, boundaries begin to blur between an adjunct professor and the students in her Personal Documentary filmmaking class.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.698898434638977,1189248,Art Dealers,"The rapturous, sweaty live experience of Philly rock band Low Cut Connie — fronted by charismatic leader Adam Weiner — is celebrated in all its beer-soaked, piano slamming glory in this rousing documentary.","{'title': 'Art Dealers', 'overview': 'The rapturous, sweaty live experience of Philly rock band Low Cut Connie — fronted by charismatic leader Adam Weiner — is celebrated in all its beer-soaked, piano slamming glory in this rousing documentary.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.6978672742843628,1249198,Open Streets,"A feature-length documentary about graffiti and street art with AXE, C215, CES53, CLOZE, DASIC, DOES, DRE/EARTH CRUSHER, GURS, HENDRIK ECB BEIKIRCH, LOGEK, NEVER, ONETON, SCAN, SEAZ, SEN2, SERAK, TECK.","{'title': 'Open Streets', 'overview': 'A feature-length documentary about graffiti and street art with AXE, C215, CES53, CLOZE, DASIC, DOES, DRE/EARTH CRUSHER, GURS, HENDRIK ECB BEIKIRCH, LOGEK, NEVER, ONETON, SCAN, SEAZ, SEN2, SERAK, TECK.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.6975769400596619,1216236,Vernissage,"Seeking inspiration for his magnum opus, an eccentric painter tries to recreate a figure from his immemorial past.","{'title': 'Vernissage', 'overview': 'Seeking inspiration for his magnum opus, an eccentric painter tries to recreate a figure from his immemorial past.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.6972554922103882,1219892,The World According to Carlijn,"When you see Carlijn Kingma’s impressive artwork The Waterworks of Money, that efficiently illustrates the way the financial sector runs through everyday life, it’s hard to imagine how one would even begin creating something so highly detailed and intricate. But patience seems to be the keyword of this documentary portrait that follows Kingma from the inception of The Waterworks of Money to its display at the Biennale in Venice. Filmmaker Ariane Greep shows a master at work, slowly but surely refining her work into the masterpiece it became.","{'title': 'The World According to Carlijn', 'overview': 'When you see Carlijn Kingma’s impressive artwork The Waterworks of Money, that efficiently illustrates the way the financial sector runs through everyday life, it’s hard to imagine how one would even begin creating something so highly detailed and intricate. But patience seems to be the keyword of this documentary portrait that follows Kingma from the inception of The Waterworks of Money to its display at the Biennale in Venice. Filmmaker Ariane Greep shows a master at work, slowly but surely refining her work into the masterpiece it became.', 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.6968506574630737,1169041,The Floating Man,"This intimate documentary unpacks Michael V. Smith's journey as a self-described sissy with a body he found humiliating as he developed his art to become a radical drag performer and genderqueer artist. A unique blend of DIY documentary, road trip, performance art, and videopoem, this amusing self-portrait sources Smith's provocative art practice to examine a lifetime of untrue stories about his body. One featured project includes Smith on a road trip on British Columbia's Sunshine Coast, searching for famed Canadian singer Joni Mitchell, while dressed as Peanut the Clown.","{'title': 'The Floating Man', 'overview': ""This intimate documentary unpacks Michael V. Smith's journey as a self-described sissy with a body he found humiliating as he developed his art to become a radical drag performer and genderqueer artist. A unique blend of DIY documentary, road trip, performance art, and videopoem, this amusing self-portrait sources Smith's provocative art practice to examine a lifetime of untrue stories about his body. One featured project includes Smith on a road trip on British Columbia's Sunshine Coast, searching for famed Canadian singer Joni Mitchell, while dressed as Peanut the Clown."", 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.6968241930007935,1250148,The Struggling Artist,"When an artist hits a creative block and believes his career is no more, he is reminded of why he fell in love with painting in the first place.","{'title': 'The Struggling Artist', 'overview': 'When an artist hits a creative block and believes his career is no more, he is reminded of why he fell in love with painting in the first place.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.6962765455245972,1198958,Who Tells the Story?,"This short film centers around a debate between three important activist artists: Haskell Wexler - legendary cinematographer and filmmaker, Hubert Sauper - award winning documentarian, and Susan Meiselas - world renowned photojournalist. What’s truth? Is it truth, fact or fiction? Who tells the story? Whose story is it? Interspersed with their films and photographs.","{'title': 'Who Tells the Story?', 'overview': 'This short film centers around a debate between three important activist artists: Haskell Wexler - legendary cinematographer and filmmaker, Hubert Sauper - award winning documentarian, and Susan Meiselas - world renowned photojournalist. What’s truth? Is it truth, fact or fiction? Who tells the story? Whose story is it? Interspersed with their films and photographs.', 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.6956487894058228,1120980,In The Moonlight,A painter struggles to finish a portrait while working away at a manor house.,"{'title': 'In The Moonlight', 'overview': 'A painter struggles to finish a portrait while working away at a manor house.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.6947928667068481,1188478,The Beauty of Film and T.V.,A documentary about the subject of 'Film and T.V.'  in schools and the students that study it.,"{'title': 'The Beauty of Film and T.V.', 'overview': ""A documentary about the subject of 'Film and T.V.'  in schools and the students that study it."", 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.6944919228553772,1193638,Adriana Varejão: Between Flesh and Oceans,"Documentary about the work of Brazilian artist Adriana Varejão. With images collected over several years, scenes that pass through Inhotim —where there is her permanent gallery— Ouro Preto, Salvador, Bahia’s Recôncavo, Hong Kong, USA and Portugal; places chosen because they have a strong connection with the narrative of her work, the film reveals the creative process, the connections established and the many references present in the work of this unique artist.","{'title': 'Adriana Varejão: Between Flesh and Oceans', 'overview': 'Documentary about the work of Brazilian artist Adriana Varejão. With images collected over several years, scenes that pass through Inhotim —where there is her permanent gallery— Ouro Preto, Salvador, Bahia’s Recôncavo, Hong Kong, USA and Portugal; places chosen because they have a strong connection with the narrative of her work, the film reveals the creative process, the connections established and the many references present in the work of this unique artist.', 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.6943729519844055,1211957,The Painter,"An ex-CIA operative is thrown back into a dangerous world when a mysterious woman from his past resurfaces. Now exposed and targeted by a relentless killer and a rogue black ops program, he must rely on skills he thought he left behind in a high-stakes game of survival.","{'title': 'The Painter', 'overview': 'An ex-CIA operative is thrown back into a dangerous world when a mysterious woman from his past resurfaces. Now exposed and targeted by a relentless killer and a rogue black ops program, he must rely on skills he thought he left behind in a high-stakes game of survival.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.69355309009552,1189884,Hölderlin’s Echo,"The documentary Hölderlin's Echo approaches the life and work of the well-known poet in an unusual way: In the real film parts, artists are observed and interviewed who interpret the numerous settings of Hölderlin's poems by well-known composers. Animated sequences interpret biographical sections of Hölderlin's moving life in poetic associative form.  In the combination of both art forms, a complete work is created that consciously moves away from more conventional forms of geographical chronology and thus also tries to do justice to associative poetry.","{'title': 'Hölderlin’s Echo', 'overview': ""The documentary Hölderlin's Echo approaches the life and work of the well-known poet in an unusual way: In the real film parts, artists are observed and interviewed who interpret the numerous settings of Hölderlin's poems by well-known composers. Animated sequences interpret biographical sections of Hölderlin's moving life in poetic associative form.  In the combination of both art forms, a complete work is created that consciously moves away from more conventional forms of geographical chronology and thus also tries to do justice to associative poetry."", 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.6934092044830322,1176459,Maten a Altamirano,Documentary about Carlos Altamirano.,"{'title': 'Maten a Altamirano', 'overview': 'Documentary about Carlos Altamirano.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.6924763917922974,1210011,Intensely Soulful: Docu-Concert,"Music and the artists that create it are recurring themes in the work of filmmaker Frank Scheffer. He has created a unique 90-minute docu-concert for IDFA on Stage, in which excerpts from his latest feature-length documentary (working title: Intensely Soulful) are weaved together with live music by the musicians featured in the film.","{'title': 'Intensely Soulful: Docu-Concert', 'overview': 'Music and the artists that create it are recurring themes in the work of filmmaker Frank Scheffer. He has created a unique 90-minute docu-concert for IDFA on Stage, in which excerpts from his latest feature-length documentary (working title: Intensely Soulful) are weaved together with live music by the musicians featured in the film.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.6924353837966919,1188845,Inpaintings,"Between the unexpected death of her closest friend in Paris and a shattered, sibylline Ottoman painting in Istanbul; a young fine art conservator tries to navigate through her mid-twenties.","{'title': 'Inpaintings', 'overview': 'Between the unexpected death of her closest friend in Paris and a shattered, sibylline Ottoman painting in Istanbul; a young fine art conservator tries to navigate through her mid-twenties.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.6916974782943726,1199298,Murnau: In the Shadow of Nosferatu,Documentary on the life and work of F.W. Murnau.,"{'title': 'Murnau: In the Shadow of Nosferatu', 'overview': 'Documentary on the life and work of F.W. Murnau.', 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.6912117004394531,1225680,The Color of Work,Poetic film about labor and color.,"{'title': 'The Color of Work', 'overview': 'Poetic film about labor and color.', 'question': 'What are some documentaries about painters?'}",no,
What are some documentaries about painters?,movie,0.690822184085846,1242962,Personal Mythologies,Painter Dominique Castelano reflects on her trans identity through folklore from her native Philippines in this visually rich portrait.,"{'title': 'Personal Mythologies', 'overview': 'Painter Dominique Castelano reflects on her trans identity through folklore from her native Philippines in this visually rich portrait.', 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.6903823018074036,1182729,Art Brut,"This film takes the paintings of the mentally handicapped at Nanjing Native Art Studio as its creative materials and uses animation to dynamically interpret the voices of the artists' works, recreate the world from their unique perspectives, and listen to their desires for the world and understand them. It is hoped that this movie will arouse the public's concern and care for the special people.","{'title': 'Art Brut', 'overview': ""This film takes the paintings of the mentally handicapped at Nanjing Native Art Studio as its creative materials and uses animation to dynamically interpret the voices of the artists' works, recreate the world from their unique perspectives, and listen to their desires for the world and understand them. It is hoped that this movie will arouse the public's concern and care for the special people."", 'question': 'What are some documentaries about painters?'}",yes,
What are some documentaries about painters?,movie,0.6899620890617371,1188238,POST MORTEM: THE DOCUMENTARY,"In this medium-length documentary, which goes through emotional and funny moments, we discover how Post Mortem transcended its condition of being a debut album to become an authentic artistic movement.","{'title': 'POST MORTEM: THE DOCUMENTARY', 'overview': 'In this medium-length documentary, which goes through emotional and funny moments, we discover how Post Mortem transcended its condition of being a debut album to become an authentic artistic movement.', 'question': 'What are some documentaries about painters?'}",no,
What are some movies about classical music?,movie,0.7266101837158203,1221002,Beautiful Pleasant Trivial,"The film is about the possibility of valuing musical works. Among the people, especially the music audience, classical works are generally considered more valuable than popular works. The current research was formed in the form of a conversation with experts in various fields including music, philosophy, sociology, anthropology and neuroscience. In this way, while encouraging the audience to analyze more, the film tries to show that in order to deepen the issue of judging between different works, reflecting on which dimensions and components can be helpful.","{'title': 'Beautiful Pleasant Trivial', 'overview': 'The film is about the possibility of valuing musical works. Among the people, especially the music audience, classical works are generally considered more valuable than popular works. The current research was formed in the form of a conversation with experts in various fields including music, philosophy, sociology, anthropology and neuroscience. In this way, while encouraging the audience to analyze more, the film tries to show that in order to deepen the issue of judging between different works, reflecting on which dimensions and components can be helpful.', 'question': 'What are some movies about classical music?'}",yes,
